25 Arp 2025 16:00 Tournament A17. league 700-800								
11:30	Final	Dorko T	 	802		1 : 3	5-11 8-11 11-4 11-13	-3.6
10:30	gr	Kolisnyk O	 	797		3 : 2	11-8 11-9 2-11 9-11 11-9	+5.4
9:00	gr	Vondrak M	 	793		3 : 1	11-6 12-10 8-11 11-6	+7.8
8:00	gr	Dorko T	 	802		3 : 2	11-9 7-11 10-12 12-10 11-9	+5.6
29 Jan 2025 08:00 Tournament A17. league 800-900								
		Zuzanek J		778	4 place			-2.7
		Opponent		Rat.	Result			Delta
11:00	3rd	Pikous M	 	826		0 : 3	7-11 2-11 6-11	-4.2
10:30	gr	Pikous M	 	826		0 : 3	7-11 8-11 7-11	-4.2
9:30	gr	Kolisnyk O	 	778		1 : 3	15-17 11-8 10-12 6-11	-6
8:30	gr	Sucharda Ja	 	825		3 : 0	12-10 11-1 11-9	+11.7
29 Jan 2025 16:00 Tournament A17. league 700-800								
		Zuzanek J		778	3 place			-12.6
		Opponent		Rat.	Result			Delta
19:01	3rd	Hradecky Ja	 	774		3 : 1	11-5 11-7 9-11 11-8	+5.7
18:00	gr	Dorko T	 	807		1 : 3	11-6 5-11 9-11 3-11	-4.3
17:00	gr	Hradecky Ja	 	774		1 : 3	3-11 11-4 7-11 7-11	-6.3
16:30	gr	Pozarsky J	 	744		1 : 3	8-11 12-10 5-11 5-11	-8.1
28 Jan 2025 12:00 Tournament A12. league 800-900								
		Zuzanek J		784	4 place			-5.5
		Opponent		Rat.	Result			Delta
15:00	3rd	Vondrak M	 	790		0 : 3	2-11 5-11 7-11	-7.5
14:00	gr	Pikous M	 	842		1 : 3	4-11 12-10 7-11 5-11	-2.5
13:00	gr	Vondrak M	 	790		2 : 3	11-7 6-11 10-12 11-8 7-11	-3.8
12:30	gr	Dorko T	 	788		3 : 0	11-7 11-8 11-6	+8.3
27 Jan 2025 08:00 Tournament A17. league 800-900								
		Zuzanek J		801	4 place			-17.3
		Opponent		Rat.	Result			Delta
11:02	3rd	Klement M	 	828		0 : 3	5-11 9-11 8-11	-5.8
10:00	gr	Sucharda Ja	 	802		2 : 3	10-12 4-11 13-11 11-9 4-11	-4
9:00	gr	Pikous M	 	844		0 : 3	3-11 8-11 8-11	-4.6
8:30	gr	Klement M	 	828		2 : 3	12-10 7-11 11-9 4-11 8-11	-2.9
26 Jan 2025 08:00 Tournament A12. league 800-900								
		Zuzanek J		794	2 place			8
		Opponent		Rat.	Result			Delta
11:30	Final	Pikous M	 	830		1 : 3	11-9 8-11 8-11 8-11	-3.9
10:01	gr	Brazda A	 	839		1 : 3	10-12 11-7 5-11 9-11	-3.3
9:30	gr	Pikous M	 	830		3 : 2	11-6 11-7 7-11 6-11 11-9	+5.4
8:00	gr	Regner M-l	 	848		3 : 1	11-7 11-13 11-8 11-7	+9.2
23 Jan 2025 12:00 Tournament A14. league 700-800								
		Zuzanek J		784	1 place			+10.8
		Opponent		Rat.	Result			Delta
15:30	Final	Vondrak M	 	788		3 : 2	11-9 10-12 11-4 4-11 11-8	+4.2
14:00	gr	Sobisek M	 	795		3 : 0	11-4 11-7 11-7	+8.9
13:30	gr	Pozarsky J	 	767		0 : 3	6-11 11-13 10-12	-9.4
12:00	gr	Vondrak M	 	788		3 : 1	11-8 11-6 6-11 11-6	+6.3
22 Jan 2025 08:00 Tournament A14. league 800-900								
		Zuzanek J		787	4 place			-15.3
		Opponent		Rat.	Result			Delta
11:00	3rd	Regner M-l	 	857		0 : 3	8-11 5-11 7-11	-2.4
10:30	gr	Pikous M	 	806		0 : 3	5-11 9-11 3-11	-6.5
9:00	gr	Hlawatschke A	 	810		1 : 3	9-11 11-9 8-11 2-11	-4.6
8:00	gr	Regner M-l	 	857		1 : 3	11-5 5-11 11-13 8-11	-1.8
22 Jan 2025 16:00 Tournament A14. league 700-800								
		Zuzanek J		787	3 place			+12.4
		Opponent		Rat.	Result			Delta
19:00	3rd	Bares Ja	 	780		3 : 0	14-12 11-6 12-10	+7.4
18:00	gr	Hradecky Ja	 	799		3 : 2	8-11 11-5 11-7 6-11 11-8	+4.5
17:30	gr	Bares Ja	 	780		3 : 0	11-8 11-2 11-6	+7.4
16:00	gr	Vondrak M	 	766		1 : 3	3-11 11-8 3-11 5-11	-7.3
20 Jan 2025 08:00 Tournament A12. league 700-800								
		Zuzanek J		798	2 place			-10.5
		Opponent		Rat.	Result			Delta
11:30	Final	Tonar L	 	786		2 : 3	4-11 11-8 7-11 11-4 13-15	-4.5
10:00	gr	Tonar L	 	786		3 : 1	11-6 6-11 11-5 11-7	+5.3
9:30	gr	Prokupek Ja	 	714		0 : 3	9-11 2-11 8-11	-14.7
8:00	gr	Dorko T	 	745		3 : 1	11-6 11-8 9-11 11-6	+2.8
19 Jan 2025 12:00 Tournament A17. league 700-800								
		Zuzanek J		796	2 place			+3.1
		Opponent		Rat.	Result			Delta
15:30	Final	Vondrak M	 	769		1 : 3	8-11 11-6 8-11 8-11	-7.6
14:02	gr	Vondrak M	 	769		3 : 2	8-11 3-11 12-10 11-9 11-3	+2.9
13:30	gr	Dorko T	 	765		3 : 2	17-19 11-7 11-6 6-11 11-9	+2.8
12:00	gr	Pozarsky J	 	769		3 : 1	11-6 10-12 11-9 11-7	+4.4
18 Jan 2025 16:00 Tournament A12. league 700-800								
		Zuzanek J		791	2 place			+5.3
		Opponent		Rat.	Result			Delta
19:30	Final	Dorko T	 	757		2 : 3	8-11 11-7 8-11 11-7 8-11	-5.3
18:00	gr	Dorko T	 	757		3 : 0	11-6 11-2 11-7	+5.3
17:30	gr	Tazler Ja	 	718		3 : 1	11-5 6-11 11-9 11-9	+1.6
16:00	gr	Prokupek Ja	 	742		3 : 1	11-4 11-5 9-11 11-6	+3.1
15 Jan 2025 12:00 Tournament A17. league 700-800								
		Zuzanek J		783	1 place			+8.7
		Opponent		Rat.	Result			Delta
15:30	Final	Nohejl V 2005	 	786		3 : 2	11-8 8-11 11-6 8-11 11-8	+4.1
14:01	gr	Nohejl V 2005	 	786		3 : 2	11-6 11-3 4-11 9-11 15-13	+4.1
13:31	gr	Vondrak M	 	763		1 : 3	12-10 9-11 10-12 5-11	-7.2
12:03	gr	Dorko T	 	769		3 : 0	13-11 11-6 11-4	+6.9
14 Jan 2025 08:00 Tournament A17. league 700-800								
		Zuzanek J		789	3 place			-5.1
		Opponent		Rat.	Result			Delta
11:00	3rd	Kadavy S	 	766		3 : 2	6-11 11-3 9-11 14-12 13-11	+3.1
10:30	gr	Kadavy S	 	766		3 : 2	1-11 11-8 10-12 11-5 11-6	+3.1
9:00	gr	Hlawatschke A	 	805		0 : 3	5-11 6-11 9-11	-6.7
8:00	gr	Sucharda Ja	 	805		1 : 3	9-11 10-12 11-6 9-11	-5
11 Jan 2025 20:00 Tournament A12. league 700-800								
		Zuzanek J		751	1 place			+37.9
		Opponent		Rat.	Result			Delta
23:30	Final	Kadavy S	 	774		3 : 0	12-10 11-8 11-7	+9.8
22:30	gr	Dorko T	 	756		3 : 0	11-7 11-7 11-4	+8.3
21:30	gr	Pikous M	 	797		3 : 0	11-8 11-5 12-10	+11.6
20:30	gr	Kadavy S	 	774		3 : 1	12-10 9-11 13-11 13-11	+7.4
9 Jan 2025 12:00 Tournament A17. league 700-800								
		Zuzanek J		768	4 place			-16.8
		Opponent		Rat.	Result			Delta
15:01	3rd	Dorko T	 	752		0 : 3	10-12 4-11 8-11	-9.3
14:30	gr	Pozarsky J	 	753		0 : 3	4-11 4-11 9-11	-9.2
13:00	gr	Dorko T	 	752		3 : 1	11-6 11-8 6-11 11-7	5
12:00	gr	Vondrak M	 	786		2 : 3	9-11 11-7 8-11 11-7 9-11	-3.3
8 Jan 2025 12:00 Tournament A14. league 700-800								
		Zuzanek J		741	1 place			+27.7
		Opponent		Rat.	Result			Delta
15:30	Final	Sobisek M	 	801		3 : 0	12-10 11-4 11-8	+12.8
14:30	gr	Vondrak M	 	783		0 : 3	6-11 4-11 6-11	-4.7
13:30	gr	Sobisek M	 	801		3 : 0	11-6 11-6 11-7	+12.8
12:30	gr	Sucharda Ja	 	793		3 : 2	11-5 8-11 11-8 7-11 11-4	6
7 Jan 2025 08:00 Tournament A17. league 700-800								
		Zuzanek J		755	3 place			-11.8
		Opponent		Rat.	Result			Delta
11:05	3rd	Kir M	 	694		3 : 2	11-8 12-10 8-11 6-11 11-7	+1.6
10:00	gr	Dorko T	 	760		0 : 3	12-14 6-11 8-11	-7.6
9:00	gr	Kostal M	 	713		1 : 3	11-8 7-11 9-11 9-11	-8.5
8:30	gr	Kir M	 	694		3 : 1	11-4 11-5 8-11 11-3	+2.3
7 Jan 2025 12:00 Tournament A17. league 700-800								
		Zuzanek J		755	1 place			-0.7
		Opponent		Rat.	Result			Delta
15:30	Final	Kvapil A	 	676		3 : 0	11-9 11-5 11-8	+1.7
14:00	gr	Plachy Ji	 	696		2 : 3	5-11 7-11 11-5 11-7 8-11	-6.4
13:30	gr	Kvapil A	 	676		3 : 2	11-13 11-6 11-3 9-11 11-7	+0.9
12:00	gr	Kir M	 	694		3 : 1	11-7 7-11 11-5 11-8	+2.3
5 Jan 2025 12:00 Tournament A17. league 700-800								
		Zuzanek J		741	1 place			+13.6
		Opponent		Rat.	Result			Delta
15:30	Final	Dorko T	 	767		3 : 2	16-14 7-11 11-8 9-11 11-9	5
14:30	gr	Cermak V	 	737		3 : 2	9-11 5-11 11-4 11-9 11-8	+3.9
13:00	gr	Kolisnyk O	 	755		3 : 1	11-9 7-11 11-4 12-10	+6.9
12:00	gr	Dorko T	 	767		2 : 3	11-9 8-11 7-11 11-6 6-11	-3
5 Jan 2025 16:00 Tournament A17. league 700-800								
		Zuzanek J		741	2 place			+2.1
		Opponent		Rat.	Result			Delta
19:30	Final	Vondrak M	 	765		1 : 3	14-12 6-11 11-13 7-11	-4.6
18:30	gr	Sychra M	 	734		3 : 2	12-10 9-11 5-11 11-9 11-6	+3.7
17:30	gr	Vondrak M	 	765		0 : 3	6-11 9-11 4-11	-6.1
16:30	gr	Sobisek M	 	782		3 : 1	11-7 11-8 7-11 11-8	+8.5
1 Jan 2025 16:00 Tournament A14. league 700-800								
		Zuzanek J		749	3 place			-10.3
		Opponent		Rat.	Result			Delta
19:00	3rd	Plachy Ji	 	723		3 : 2	11-8 15-17 2-11 11-5 12-10	3
18:00	gr	Plachy Ji	 	723		3 : 0	11-5 13-11 11-7	+5.9
17:30	gr	Pycha P	 	676		1 : 3	11-9 11-13 5-11 7-11	-10.4
16:00	gr	Volf M	 	695		1 : 3	8-11 11-8 7-11 8-11	-9.2
1 Jan 2025 20:00 Tournament A14. league 700-800								
		Zuzanek J		749	1 place			+3.4
		Opponent		Rat.	Result			Delta
23:30	Final	Pycha P	 	676		3 : 1	7-11 11-6 11-9 12-10	+1.6
22:00	gr	Volf M	 	695		3 : 0	11-8 11-8 11-0	+3.7
21:30	gr	Pycha P	 	676		2 : 3	14-12 11-6 8-11 3-11 7-11	-6.9
20:00	gr	Postelt V	 	718		3 : 1	8-11 11-4 11-6 11-5	+4.2
27 Dec 2024 12:00 Tournament A14. league 700-800								
		Zuzanek J		767	4 place			-18.6
		Opponent		Rat.	Result			Delta
15:05	3rd	Pycha P	 	713		1 : 3	2-11 11-8 10-12 12-14	-9.3
14:00	gr	Vondrak M	 	763		1 : 3	7-11 8-11 11-9 7-11	-6.2
13:30	gr	Pycha P	 	713		3 : 2	11-7 7-11 4-11 11-6 11-8	+1.8
12:00	gr	Tonar L	 	745		2 : 3	11-7 7-11 11-9 4-11 3-11	-4.9
